Product_name,Week0,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,Week53,Week54,Week55,Week56,Week57,Week58,Week59,Week60,Week61,Week62,Week63,Week64,Week65,Week66,Week67,Week68,Week69,Week70,Week71,Week72,Week73,Week74,Week75,Week76,Week77,Week78,Week79,Week80,Weight_sum
"Redmi K20 Pro (Glacier Blue, 256 GB)(8 GB RAM)",70,133,125,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.45
"Samsung Galaxy A10 (Black, 32 GB)(2 GB RAM)",13,31,45,89,68,41,31,64,51,58,21,13,29,22,22,15,11,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.15
"Samsung Galaxy On6 (Black, 64 GB)(4 GB RAM)",5,8,21,49,38,17,20,53,39,57,24,45,40,60,63,56,80,65,74,75,128,125,119,84,187,322,279,241,234,338,372,386,343,552,508,535,277,318,442,422,493,92,61,58,70,62,143,138,138,81,23,39,35,36,78,192,196,196,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.15
"Honor 9 Lite (Sapphire Blue, 64 GB)(4 GB RAM)",12,17,34,46,51,21,22,39,30,56,27,48,66,68,55,34,30,37,33,24,36,28,30,28,22,46,32,26,17,43,39,30,20,32,22,40,15,44,67,71,68,40,48,45,52,51,119,145,118,73,30,56,32,40,59,163,171,191,56,225,287,251,225,176,327,310,359,298,532,550,554,144,469,581,564,558,136,108,120,111,30,409
"Vivo Y95 (Starry Black, 64 GB)(4 GB RAM)",6,10,31,47,37,19,21,60,57,52,37,36,69,48,42,37,33,42,34,36,17,30,36,24,30,50,41,35,20,23,32,40,21,29,14,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
"Vivo Y95 (Starry Black, 64 GB)(4 GB RAM)",6,10,23,39,42,27,24,62,58,51,35,35,55,52,53,33,34,27,47,41,30,40,12,25,30,42,40,34,19,33,28,25,33,18,22,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.25
"OPPO F9 Pro (Starry Purple, 64 GB)(6 GB RAM)",12,7,26,50,36,18,22,56,39,40,32,37,59,41,60,38,44,57,51,61,37,41,42,28,37,74,78,56,39,53,55,52,36,45,50,52,32,95,160,134,133,38,68,104,97,75,85,70,97,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.2
"OPPO F9 (Mist Black, 64 GB)(4 GB RAM)",3,5,24,37,38,26,19,44,39,45,38,32,45,42,47,40,80,77,79,79,101,106,85,86,231,458,452,394,24,43,60,53,54,50,64,45,37,186,259,264,271,40,24,23,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.2
"Vivo V9 Pro (Nebula Purple, 64 GB)(4 GB RAM)",4,10,22,37,36,15,19,20,50,39,23,39,45,44,53,55,79,86,67,85,167,121,132,116,97,199,151,124,46,102,95,77,87,89,84,107,55,23,36,32,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.85
"Redmi Y2 (Gold, 64 GB)(4 GB RAM)",26,31,49,52,40,32,22,28,22,24,15,17,26,33,23,21,37,35,32,37,64,73,55,51,8,17,7,10,10,8,17,16,10,21,26,16,10,18,30,26,18,11,13,10,12,14,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.7
"Micromax Spark Go (Rose Gold, 8 GB)(1 GB RAM)",10,14,34,49,35,25,15,32,23,22,13,17,10,17,12,11,17,28,25,24,25,22,21,12,23,26,25,33,23,20,27,35,24,20,20,25,8,9,12,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.65
"Apple iPhone 6s (Gold, 32 GB)",7,13,18,33,31,17,16,15,16,13,12,14,25,16,17,16,29,32,29,23,20,26,26,17,36,40,55,50,38,70,86,77,62,88,93,85,48,251,382,372,330,55,17,15,13,17,20,22,27,12,4,5,7,4,5,14,17,20,8,12,19,15,12,14,22,19,18,18,27,27,24,6,32,29,25,18,14,15,24,19,15,210.75
"Apple iPhone 6s (Space Grey, 32 GB)",8,13,20,30,32,18,14,13,14,17,12,20,14,14,27,14,24,20,31,37,19,22,30,21,28,47,64,40,46,96,76,60,61,90,82,93,50,260,367,354,347,63,20,14,14,15,27,20,22,13,6,2,6,2,8,20,19,16,4,10,14,18,16,9,20,25,21,19,32,20,20,9,22,31,33,17,12,20,18,21,11,208.95
"OPPO A3s (Red, 16 GB)(2 GB RAM)",9,5,23,27,28,13,10,22,31,31,16,13,16,11,19,11,12,18,16,13,18,17,25,20,24,37,27,28,20,25,30,29,22,20,24,17,17,11,25,17,15,5,17,18,12,11,16,22,17,6,8,12,6,7,3,3,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.05
"OPPO A3s (Red, 32 GB)(3 GB RAM)",5,8,17,14,25,11,11,15,23,23,9,11,19,18,13,14,14,16,28,19,26,26,21,20,17,25,33,16,12,23,15,22,24,18,17,17,3,11,24,17,21,10,2,5,9,13,17,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.35
