Product_name,Week1,Week2,Week3,Week4,Week5,Weight_sum
"Samsung Galaxy A20 (Deep Blue, 32 GB)(3 GB RAM)",29,33,33,27,39,144.2
"Samsung Galaxy A3 (Midnight Black, 16 GB)(1 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A30 (Blue, 64 GB)(4 GB RAM)",34,45,33,38,24,157.95
"Samsung Galaxy A5 (Black, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A5 (Pearl White, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A5-2017 (Black Sky, 32 GB)(3 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A6 (Gold, 64 GB)(4 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A7 (Blue, 64 GB)(4 GB RAM)",3,7,8,7,5,26.8
"Samsung Galaxy A80 (Angel Gold, 128 GB)(8 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy A80 (Phantom Black, 128 GB)(8 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy Core (Chic White, 8 GB)(1 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy E5 (Brown, 16 GB)(1.5 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy E7 (White, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy Grand Neo Plus (White, 8 GB)(1 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy J2 (Gold, 8 GB)(1 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy J2 - 2016 (Black, 8 GB)(1.5 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy J2 2018 (Black, 16 GB)(2 GB RAM)",0,1,0,2,1,3.45
"Samsung Galaxy J2 Ace (Black, 8 GB)(1.5 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy J4 (Blue, 16 GB)(2 GB RAM)",0,1,0,1,0,1.8
"Samsung Galaxy J4 Plus (Black, 32 GB)(2 GB RAM)",3,4,2,0,1,9.4
"Samsung Galaxy J6 (Black, 32 GB)(3 GB RAM)",1,1,1,0,3,5.25
"Samsung Galaxy J6 (Blue, 64 GB)(4 GB RAM)",51,65,77,53,41,259.9
"Samsung Galaxy J6 (Gold, 64 GB)(4 GB RAM)",0,62,77,56,60,223.8
"Samsung Galaxy J6 Plus (Black, 64 GB)(4 GB RAM)",0,3,2,1,3,7.9
"Samsung Galaxy M10 (Charcoal Black, 32 GB)(3 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy M10 (Ocean Blue, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy M20 (Charcoal Black, 32 GB)(3 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy M20 (Ocean Blue, 32 GB)",0,0,0,0,0,0
"Samsung Galaxy M30 (Gradation Blue, 64 GB)(4 GB RAM)",0,12,5,7,6,26.65
"Samsung Galaxy Note 9 (Lavender Purple, 128 GB)(6 GB RAM)",0,0,0,1,0,0.85
"Samsung Galaxy On Nxt (Black, 32 GB)(3 GB RAM)",22,20,24,24,15,95
"Samsung Galaxy On Nxt (Gold, 64 GB)(3 GB RAM)",0,14,23,26,35,84.1
"Samsung Galaxy On5 (Gold, 8 GB)(1.5 GB RAM)",4,3,3,4,3,15.35
"Samsung Galaxy On6 (Black, 64 GB)(4 GB RAM)",0,13,10,8,17,41.75
"Samsung Galaxy On8 (Black, 64 GB)(4 GB RAM)",12,19,35,34,17,104.05
"Samsung Galaxy On8 (Blue, 64 GB)(4 GB RAM)",0,17,34,35,47,114.1
"Samsung Galaxy S5 (Charcoal Black, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)(4 GB RAM)",0,1,0,0,0,0.95
"Samsung Galaxy S9 (Lilac Purple, 128 GB)(4 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy S9 Plus (Burgundy Red, 64 GB)(6 GB RAM)",0,0,0,0,0,0
"Samsung Galaxy S9 Plus (Lilac Purple, 128 GB)(6 GB RAM)",0,0,0,0,0,0
"Samsung On7 Pro (Gold, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Spice Dream Uno Mi-498H (Black, 4 GB)(1 GB RAM)",0,0,0,0,0,0
"Spice K601 (Gold, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Spice Xlife 431Q (Grey, 4 GB)(512 MB RAM)",0,0,0,0,0,0
"T-Max Butterfly (Navy & Grey, 4 GB)(512 MB RAM)",0,0,0,0,0,0
"T-Max Jaguar (White, 4 GB)(512 MB RAM)",0,0,0,0,0,0
"TCL 560 (Metal Gold Hairline, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Tecno Camon i ACE 2 (Midnight Blue, 32 GB)(2 GB RAM)",0,0,0,0,0,0
"Tecno Camon i Sky (Champagne Gold, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Tecno Camon I Sky 2 (Champagne Gold, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Tecno Camon i4 (Midnight Black, 32 GB)(3 GB RAM)",0,0,0,0,0,0
"Vivo V15 (Aqua Blue, 64 GB)(6 GB RAM)",53,55,43,55,21,207.5
"Vivo V15 Pro (Topaz Blue, 128 GB)(6 GB RAM)",59,37,35,34,18,168.95
"Vivo V5 Plus (Gold, 64 GB)(4 GB RAM)",0,1,0,0,0,0.95
"Vivo V7+ (Matte Black, 64 GB)(4 GB RAM)",0,2,1,0,1,3.6
"Vivo V9 Pro (Black, 64 GB)(4 GB RAM)",0,10,10,16,14,43.3
"Vivo V9 Pro (Nebula Purple, 64 GB)(4 GB RAM)",9,11,9,17,2,43.6
"Vivo V9 Youth (Gold, 32 GB)(4 GB RAM)",5,5,8,22,15,47.65
"Vivo Y12 (Aqua Blue, 32 GB)(4 GB RAM)",0,0,0,0,0,0
"Vivo Y12 (Aqua Blue, 64 GB)(3 GB RAM)",0,1,0,0,1,1.75
"Vivo Y15 (Aqua Blue, 64 GB)(4 GB RAM)",33,38,34,32,42,160.5
"Vivo Y17 (Mineral Blue, 128 GB)(4 GB RAM)",22,23,21,37,8,100.6
"Vivo Y53 (Crown Gold, 16 GB)(2 GB RAM)",1,1,1,0,1,3.65
"Vivo Y71i (Gold, 16 GB)(2 GB RAM)",0,3,2,4,2,9.65
"Vivo Y71i (Matte Black, 16 GB)(2 GB RAM)",0,3,2,4,3,10.45
"Vivo Y81 (Gold, 32 GB)(4 GB RAM)",0,0,0,0,0,0
"Vivo Y81i (Black, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Vivo Y83 Pro (Nebula Purple, 64 GB)(4 GB RAM)",1,0,2,3,0,5.35
"Vivo Y90 (Black, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Vivo Y90 (Gold, 16 GB)(2 GB RAM)",0,0,0,0,0,0
"Vivo Y91 (Starry Black, 32 GB)(3 GB RAM)",0,0,0,0,0,0
"Vivo Y91i (Fusion Black, 16 GB)(2 GB RAM)",18,25,22,18,12,86.45
"Vivo Y91i (Ocean Blue, 32 GB)(2 GB RAM)",0,23,24,17,24,77.1
"Vivo Y93 (Nebula Purple, 64 GB)(3 GB RAM)",8,15,6,12,20,53.85
"Vivo Y93 (Starry Black, 32 GB)(4 GB RAM)",0,5,4,3,4,14.1
"Vivo Y95 (Starry Black, 64 GB)(4 GB RAM)",0,2,11,16,18,39.8
"Vivo Z1Pro (Sonic Black, 64 GB)(4 GB RAM)",972,1820,1393,1707,1700,6765.65
"Vivo Z1Pro (Sonic Blue, 64 GB)(6 GB RAM)",412,502,555,669,716,2529.85
