Vendor,Week30,Week31,Week32,Week33,Week34,Weight_sum
Realme,49.03485464207565,50.38325668199693,52.09591666968064,48.93715014525615,40.69825436408978,48.80818695451448
Xiaomi,26.68021256642701,27.191228420982473,26.19262902817462,27.906894352724436,34.63216957605985,28.09901730164663
Vivo,10.245389184120038,8.88488968872892,7.895403088719302,9.14759441649543,9.93142144638404,9.122870270626775
Others,6.830259456080025,5.978804239152169,6.58251654671055,6.720753914830298,8.27930174563591,6.7636467562160645
Huawei,4.231791184745233,5.152302872758781,4.745198741364968,4.697796357967831,4.731920199501246,4.7310220502561195
Samsung,1.3910597061581744,1.1897620475904818,1.4322398640095482,1.2577056614468929,1.2281795511221945,1.300503440543452
OPPO,1.5864332603938731,1.219756048790242,1.056096061340374,1.3321051512789628,0.4987531172069825,1.1747532261964961
