,Unnamed: 0,Title,Point,Date,Feature,Name,Vendor,Date_new,Week,Month,Year
0,18,"Wrost product
",1.0,25 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
1,26,"Waste of money
",1.0,22 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
2,34,"Hybrid alot
",1.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
3,35,"Mobile's mother board was already worst
",1.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
4,59,"Not good
",1.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
5,75,"Damage mobile
",1.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
6,78,"Very dissapointed
",1.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
7,83,"Worst
",1.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
8,89,"Don't buy
",1.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
9,109,"Just ok
",2.0,22 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
10,110,"Bad mobile
",2.0,25 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
11,117,"Ok
",2.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
12,126,"No
",2.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
13,138,"Average product
",3.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
14,139,"Camera quality not good....
",3.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
15,145,"Phone over all good but meger isu this phone battery fast drain and camra is not good
",3.0,24 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
16,156,"Slowly working phone
",3.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
17,167,"Good product
",3.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
18,171,"Good
",3.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
19,173,"Honur
",3.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
20,177,"Battery capacity is very poor
",3.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
21,181,"Best mobile
",3.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
22,188,"Good
",3.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
23,190,"No comfortable
",3.0,25 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
24,191,"A-ha he
",3.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
25,196,"Not for phone addict
",3.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
26,208,"Low quality product
",3.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
27,209,"Nice
",3.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
28,223,"A waow phone with waow features
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
29,225,"Excellent phone except for battery backup
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
30,231,"Fabulous
",4.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
31,233,"Good for the price. Battery drains faster
",4.0,26 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
32,235,"Over all it is very good
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
33,245,"Old product
",4.0,23 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
34,247,"No Headset
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
35,248,"Too much delivery time
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
36,250,"Ok
",4.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
37,258,"Less price more benefits
",4.0,26 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
38,259,"Screen size is alot smaller than expected!!
",4.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
39,262,"Value of money
",4.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
40,264,"Good
",4.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
41,265,"Battery is weak
",4.0,24 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
42,279,"Headset not available with the phone
",4.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
43,283,"Good phone
",4.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
44,308,"Easy
",4.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
45,309,"Honor 9n
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
46,312,"Nice build quality
",4.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
47,313,"Good camera
",4.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
48,322,"Ok
",4.0,26 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
49,323,"Better
",4.0,21 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
50,324,"Very good mobile camera sound very nice
",4.0,21 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
51,329,"Ok this product
",4.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
52,330,"Nice
",4.0,24 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
53,332,"Avg buy
",4.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
54,340,"great
",4.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
55,343,"Good
",4.0,24 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
56,344,"Honor 9N review
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
57,346,"Overall good
",4.0,21 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
58,353,"Good phone
",4.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
59,360,"Good
",4.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
60,361,"Good
",4.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
61,362,"Good
",4.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
62,363,"Good
",4.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
63,372,"Good
",4.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
64,373,"Serr
",4.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
65,375,"Excellent
",4.0,24 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
66,397,"Good phone in budget category
",4.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
67,401,"Worth of money
",4.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
68,449,"Good for light use
",4.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
69,475,"Awesome device from Honor
",5.0,24 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
70,477,"Best in its price range
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
71,491,"Excellent
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
72,495,"Need improvement in camera
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
73,500,"Wow
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
74,512,"Nice phone
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
75,513,"Nice one
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
76,519,"Superb
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
77,523,"Superb phone
",5.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
78,533,"Excellent
",5.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
79,537,"God mobile
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
80,548,"Customer
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
81,549,"Good
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
82,583,"Good
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
83,585,"Very good
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
84,586,"Battery life not good
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
85,588,"Camera
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
86,589,"Not bad, good
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
87,591,"Beautiful Design
",5.0,25 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
88,592,"Value for money
",5.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
89,601,"Value for money
",5.0,21 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
90,602,"Good phone, n timly delivery
",5.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
91,610,"Good
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
92,613,"Great phone
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
93,616,"Value of Money
",5.0,26 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
94,622,"I feel happy with this Mobil
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
95,626,"honor 9n
",5.0,23 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
96,632,"Excellent
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
97,634,"Nice...
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
98,635,"Bad
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
99,636,"Good phone
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
100,640,"Good
",5.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
101,641,"Nice one
",5.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
102,646,"Good experience
",5.0,22 July 2019,Colour: BlueStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
103,658,"Value for money
",5.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
104,664,"Worth for 9k
",5.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
105,671,"Nice
",5.0,21 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
106,679,"Best
",5.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
107,683,"Awesome
",5.0,23 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
108,684,"Superb
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
109,688,"Totally good mobile
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
110,696,"worth for this price
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
111,697,"Good
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
112,698,"Good
",5.0,21 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
113,699,"Nice
",5.0,21 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
114,712,"Fantastic
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
115,717,"Best
",5.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
116,740,"Osm phone
",5.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
117,744,"Superb
",5.0,26 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-26,29,07,19
118,745,"OK
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
119,746,"Good
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
120,752,"Superb
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
121,760,"Ok
",5.0,21 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-21,29,07,19
122,769,"Very nice
",5.0,22 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
123,814,"Very good phone N9 honor
",5.0,22 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-22,29,07,19
124,816,"Value for money
",5.0,23 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-23,29,07,19
125,817,"Good
",5.0,25 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-25,29,07,19
126,818,"Awesome
",5.0,24 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-24,29,07,19
127,932,"Good product
",5.0,27 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
128,933,"Honor nine N
",5.0,27 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
129,934,"best
",5.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
130,935,"Ok
",5.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
131,936,"SUPERB
",5.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
132,937,"average product
",5.0,27 July 2019,Colour: BlueStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
133,938,"Super
",5.0,27 July 2019,Colour: BlackStyle: 64GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
134,939,"Everything gud
",5.0,27 July 2019,Colour: BlackStyle: 128GB,Huawei Honor 9N,Huawei,2019-07-27,29,07,19
135,45,"Never buy it
",1.0,22 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-22,29,07,19
136,53,"Very very bad performance
",1.0,26 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-26,29,07,19
137,83,"Ear speeker problam
",1.0,28 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-28,29,07,18
138,87,"Don't buy this phone
",1.0,27 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-27,29,07,18
139,88,"Screen quality
",1.0,26 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-26,29,07,18
140,135,"I WOULD LIKE TO RETURN THE ITEM BECASUE OF POOR SOUND QUALITY
",1.0,25 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-25,29,07,18
141,325,"Good but...Overpriced phone...
",2.0,27 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-27,29,07,18
142,351,"Good Phone by Samsung
",3.0,26 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-26,29,07,19
143,374,"Not bad
",3.0,26 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-26,29,07,18
144,645,"Good Product
",4.0,27 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-27,29,07,18
145,650,"Display, User Interface The One UI, A great phone
",4.0,22 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-22,29,07,19
146,655,"Not bad
",4.0,23 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-23,29,07,19
147,733,"Sir mobile ka bill nahi aaya
",4.0,26 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-26,29,07,19
148,748,"Four Stars
",4.0,25 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-25,29,07,18
149,1013,"Display and battery backup is awesome
",4.0,26 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-26,29,07,18
150,1103,"Good phone....happy dat I purchased it
",5.0,22 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-22,29,07,19
151,1110,"A Premium Device from Samsung
",5.0,21 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-21,29,07,19
152,1160,"Excellent
",5.0,26 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-26,29,07,19
153,1161,"Samsung product is very good quality..thats a No:1 brand
",5.0,24 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-24,29,07,19
154,1172,"Improve Network quality in this phone
",5.0,22 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-22,29,07,19
155,1185,"Value for Money
",5.0,24 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-24,29,07,19
156,1210,"Good product
",5.0,24 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-24,29,07,19
157,1232,"Excellent Samsung Galaxy A8+ mobile phone excellent quality price range MRP 13,491.00 thanks amazon
",5.0,22 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-22,29,07,19
158,1240,"Samsung is best
",5.0,24 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-24,29,07,19
159,1274,"Good product
",5.0,25 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-25,29,07,19
160,1391,"Nice
",5.0,25 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-25,29,07,19
161,1392,"Mobile is heat
",5.0,23 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-23,29,07,19
162,1608,"Five Stars
",5.0,25 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-25,29,07,18
163,1609,"Good phone
",5.0,23 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-23,29,07,19
164,1610,"Good
",5.0,21 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-21,29,07,19
165,1627,"Nil
",5.0,26 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-26,29,07,18
166,1767,"Five Stars
",5.0,25 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-25,29,07,18
167,1842,"Samsung
",5.0,27 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-27,29,07,18
168,2261,"Very nice
",5.0,23 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-23,29,07,18
169,2539,"For Rs-13500/- it's great deal
",5.0,21 July 2019,Colour: Black,Samsung Galaxy A8+,Samsung,2019-07-21,29,07,19
170,2551,"Water and dust proof..
",5.0,27 July 2018,Colour: Black,Samsung Galaxy A8+,Samsung,2018-07-27,29,07,18
171,193,"You will love it until it needs a repair!!!
",1.0,23 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
172,273,"Don't buy!
",1.0,21 July 2019,Size: 8GB/128 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-21,29,07,19
173,376,"Software Issues
",1.0,22 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-22,29,07,19
174,417,"Product is okay
",1.0,21 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-21,29,07,19
175,553,"only one speaker is working
",1.0,23 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
176,617,"Actually my mobile get hanging and heating.
",1.0,22 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-22,29,07,19
177,623,"poor quality
",1.0,24 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-24,29,07,19
178,636,"Screen issue
",1.0,26 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-26,29,07,19
179,648,"Replace it please
",1.0,23 July 2019,Size: 6GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
180,675,"Not upto the mark
",1.0,22 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-22,29,07,19
181,1090,"Good
",1.0,24 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-24,29,07,19
182,1253,"Worst performance
",1.0,21 July 2019,Size: 6GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-21,29,07,19
183,1302,"speaker is not working
",1.0,27 July 2019,Size: 8GB/128 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-27,29,07,19
184,1303,"Cheaters
",1.0,27 July 2019,Size: 6GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-27,29,07,19
185,1304,"Wasted
",1.0,27 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-27,29,07,19
186,1423,"Hanging
",2.0,23 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
187,1521,"price  rapidly goes rapidly down
",2.0,26 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-26,29,07,19
188,1536,"Exchange or change of phone
",2.0,24 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-24,29,07,19
189,1596,"Don't like increasing the price
",2.0,25 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-25,29,07,19
190,1640,"Not good
",2.0,23 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
191,1666,"#The screen was not properly locked#
",2.0,25 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-25,29,07,19
192,1684,"Mobile getting heated while charging the phone
",2.0,26 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-26,29,07,19
193,1782,"Phone features as marketed are not upto the mark
",3.0,22 July 2019,Size: 8GB/128 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-22,29,07,19
194,1812,"Camera quality lower than 3T
",3.0,25 July 2019,Size: 6GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-25,29,07,19
195,1885,"No so great experience
",3.0,23 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-23,29,07,19
196,2006,"Not best at this price
",3.0,24 July 2019,Size: 6GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-24,29,07,19
197,2047,"One plus 6T disappoints
",3.0,25 July 2019,Size: 8GB/256 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-25,29,07,19
198,2049,"Not satisfied
",3.0,21 July 2019,Size: 8GB/128 GBColour: Midnight Black,OPPO OnePlus 6T,OPPO,2019-07-21,29,07,19
199,2063,"Average
",3.0,22 July 2019,Size: 8GB/128 GBColour: Mirror Black,OPPO OnePlus 6T,OPPO,2019-07-22,29,07,19
200,2066,"Price was reduced by 10k right after I purchased.
",3.0,21 July 2019,Size: 10GB+256GBColour: orange,OPPO OnePlus 6T,OPPO,2019-07-21,29,07,19
