Product_name,Week30,Week31,Week32,Week33,Week34,Weight_sum
M series,3555.0,2669.6000000000004,902.6999999999999,1270.8,6952.099999999999,15350.2
A series,82.5,79.2,39.949999999999996,75.60000000000001,98.8,376.05
