Vendor,Week30,Week31,Week32,Week33,Week34,Weight_sum
Samsung,43.369399982115716,35.62467599792639,28.269181748661737,22.64607932182864,44.62750285611208,38.186590712350956
Xiaomi,31.646248770455156,34.40124416796267,32.27122100433341,34.075083257644565,25.5065840899525,30.2082308933495
OPPO,11.767861933291604,14.826334888543286,21.259240377262298,19.467151074780503,16.50532138776983,16.038428804363004
Vivo,4.122328534382545,4.603421461897357,4.664797348967626,7.160157432636996,3.3792315555288317,4.409866776421624
Realme,3.505320575874095,3.960601347848626,5.276574050471577,5.722070844686647,4.269135950935001,4.347097624849299
Huawei,3.3711884109809533,3.68066355624676,3.849095080295692,6.055101422948834,2.651674583608923,3.579298563836956
Others,2.2176517928999373,2.903058579574909,4.4098903900076465,4.874356645473812,3.0605495760928387,3.2304866248286594
